"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 20 10:30:40 GMT 2025","Fri Jun 20 10:30:41 GMT 2025","532","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldHaveRightsToCreateBuildConfigToAnotherProject","projectAdminShouldHaveRightsToCreateBuildConfigToAnotherProject",""
"broken","Fri Jun 20 10:31:40 GMT 2025","Fri Jun 20 10:31:44 GMT 2025","4129","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigurationTest","com.example.teamcity.ui.CreateNewBuildConfigurationTest","authorizedUserShouldBeAbleToCreateNewBuildConfiguration","authorizedUserShouldBeAbleToCreateNewBuildConfiguration",""
"failed","Fri Jun 20 10:30:47 GMT 2025","Fri Jun 20 10:30:47 GMT 2025","153","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","unauthorizedUserShouldNotHaveRightsToCreateProject","unauthorizedUserShouldNotHaveRightsToCreateProject",""
"passed","Fri Jun 20 10:30:43 GMT 2025","Fri Jun 20 10:30:43 GMT 2025","257","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectDeveloperShouldHaveRightsToCreateBuildConfigToHisProject","projectDeveloperShouldHaveRightsToCreateBuildConfigToHisProject",""
"passed","Fri Jun 20 10:30:33 GMT 2025","Fri Jun 20 10:30:40 GMT 2025","7056","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigurationTest","buildConfigurationTest",""
"passed","Fri Jun 20 10:30:41 GMT 2025","Fri Jun 20 10:30:42 GMT 2025","356","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldHaveRightsToCreateBuildConfigToHisProject","projectAdminShouldHaveRightsToCreateBuildConfigToHisProject",""
"passed","Fri Jun 20 10:30:42 GMT 2025","Fri Jun 20 10:30:42 GMT 2025","262","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldHaveRightsToCreateProject","projectAdminShouldHaveRightsToCreateProject",""
"broken","Fri Jun 20 10:31:44 GMT 2025","Fri Jun 20 10:31:47 GMT 2025","2823","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigurationTest","com.example.teamcity.ui.CreateNewBuildConfigurationTest","authorizedUserShouldNotBeAbleToCreateNewBuildConfigurationWithoutAName","authorizedUserShouldNotBeAbleToCreateNewBuildConfigurationWithoutAName",""
"passed","Fri Jun 20 10:27:49 GMT 2025","Fri Jun 20 10:28:56 GMT 2025","66728","Surefire suite","Surefire test","com.example.teamcity.ui.SetupTeamCityTest","com.example.teamcity.ui.SetupTeamCityTest","startUpTest","startUpTest",""
"passed","Fri Jun 20 10:30:06 GMT 2025","Fri Jun 20 10:30:17 GMT 2025","10700","Surefire suite","Surefire test","com.example.teamcity.api.SetupAgentTest","com.example.teamcity.api.SetupAgentTest","authorizeAgent","authorizeAgent",""
"passed","Fri Jun 20 10:30:44 GMT 2025","Fri Jun 20 10:30:44 GMT 2025","359","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectDeveloperShouldNotHaveRightsToCreateBuildConfigToAnotherProject","projectDeveloperShouldNotHaveRightsToCreateBuildConfigToAnotherProject",""
"passed","Fri Jun 20 10:30:46 GMT 2025","Fri Jun 20 10:30:46 GMT 2025","163","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","systemAdminShouldHaveRightsToCreateProject","systemAdminShouldHaveRightsToCreateProject",""
"broken","Fri Jun 20 10:31:04 GMT 2025","Fri Jun 20 10:31:39 GMT 2025","35668","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserShouldBeAbleCreateNewProject","authorizedUserShouldBeAbleCreateNewProject",""
"passed","Fri Jun 20 10:30:45 GMT 2025","Fri Jun 20 10:30:46 GMT 2025","188","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","systemAdminShouldHaveRightsToCreateBuildConfigToHisProject","systemAdminShouldHaveRightsToCreateBuildConfigToHisProject",""
"passed","Fri Jun 20 10:30:45 GMT 2025","Fri Jun 20 10:30:45 GMT 2025","165","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectViewerShouldNotHaveRightsToCreateProject","projectViewerShouldNotHaveRightsToCreateProject",""
