"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 24 10:48:11 GMT 2025","Tue Jun 24 10:48:21 GMT 2025","10223","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigurationTest","com.example.teamcity.ui.CreateNewBuildConfigurationTest","authorizedUserShouldNotBeAbleToCreateNewBuildConfigurationWithoutAName","authorizedUserShouldNotBeAbleToCreateNewBuildConfigurationWithoutAName",""
"passed","Tue Jun 24 10:47:56 GMT 2025","Tue Jun 24 10:48:10 GMT 2025","14739","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigurationTest","com.example.teamcity.ui.CreateNewBuildConfigurationTest","authorizedUserShouldBeAbleToCreateNewBuildConfiguration","authorizedUserShouldBeAbleToCreateNewBuildConfiguration",""
"passed","Tue Jun 24 10:47:00 GMT 2025","Tue Jun 24 10:47:00 GMT 2025","260","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldHaveRightsToCreateBuildConfigToHisProject","projectAdminShouldHaveRightsToCreateBuildConfigToHisProject",""
"passed","Tue Jun 24 10:47:02 GMT 2025","Tue Jun 24 10:47:02 GMT 2025","266","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectDeveloperShouldNotHaveRightsToCreateBuildConfigToAnotherProject","projectDeveloperShouldNotHaveRightsToCreateBuildConfigToAnotherProject",""
"passed","Tue Jun 24 10:47:19 GMT 2025","Tue Jun 24 10:47:55 GMT 2025","35987","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserShouldBeAbleCreateNewProject","authorizedUserShouldBeAbleCreateNewProject",""
"passed","Tue Jun 24 10:47:03 GMT 2025","Tue Jun 24 10:47:03 GMT 2025","175","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","systemAdminShouldHaveRightsToCreateBuildConfigToHisProject","systemAdminShouldHaveRightsToCreateBuildConfigToHisProject",""
"passed","Tue Jun 24 10:46:29 GMT 2025","Tue Jun 24 10:46:39 GMT 2025","9926","Surefire suite","Surefire test","com.example.teamcity.api.SetupAgentTest","com.example.teamcity.api.SetupAgentTest","authorizeAgent","authorizeAgent",""
"passed","Tue Jun 24 10:46:59 GMT 2025","Tue Jun 24 10:47:00 GMT 2025","522","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldHaveRightsToCreateBuildConfigToAnotherProject","projectAdminShouldHaveRightsToCreateBuildConfigToAnotherProject",""
"passed","Tue Jun 24 10:47:05 GMT 2025","Tue Jun 24 10:47:05 GMT 2025","99","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","unauthorizedUserShouldNotHaveRightsToCreateProject","unauthorizedUserShouldNotHaveRightsToCreateProject",""
"passed","Tue Jun 24 10:44:29 GMT 2025","Tue Jun 24 10:45:25 GMT 2025","56570","Surefire suite","Surefire test","com.example.teamcity.ui.SetupTeamCityTest","com.example.teamcity.ui.SetupTeamCityTest","startUpTest","startUpTest",""
"passed","Tue Jun 24 10:47:01 GMT 2025","Tue Jun 24 10:47:01 GMT 2025","172","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldHaveRightsToCreateProject","projectAdminShouldHaveRightsToCreateProject",""
"passed","Tue Jun 24 10:47:04 GMT 2025","Tue Jun 24 10:47:04 GMT 2025","141","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","systemAdminShouldHaveRightsToCreateProject","systemAdminShouldHaveRightsToCreateProject",""
"passed","Tue Jun 24 10:47:01 GMT 2025","Tue Jun 24 10:47:02 GMT 2025","237","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectDeveloperShouldHaveRightsToCreateBuildConfigToHisProject","projectDeveloperShouldHaveRightsToCreateBuildConfigToHisProject",""
"passed","Tue Jun 24 10:47:03 GMT 2025","Tue Jun 24 10:47:03 GMT 2025","134","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectViewerShouldNotHaveRightsToCreateProject","projectViewerShouldNotHaveRightsToCreateProject",""
"passed","Tue Jun 24 10:46:53 GMT 2025","Tue Jun 24 10:46:59 GMT 2025","6066","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigurationTest","buildConfigurationTest",""
