"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 30 13:41:27 GMT 2025","Fri May 30 13:41:27 GMT 2025","551","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldHaveRightsToCreateBuildConfigToAnotherProject","projectAdminShouldHaveRightsToCreateBuildConfigToAnotherProject",""
"passed","Fri May 30 13:41:29 GMT 2025","Fri May 30 13:41:29 GMT 2025","204","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldHaveRightsToCreateProject","projectAdminShouldHaveRightsToCreateProject",""
"passed","Fri May 30 13:38:52 GMT 2025","Fri May 30 13:39:48 GMT 2025","56177","Surefire suite","Surefire test","com.example.teamcity.ui.SetupTeamCityTest","com.example.teamcity.ui.SetupTeamCityTest","startUpTest","startUpTest",""
"passed","Fri May 30 13:41:32 GMT 2025","Fri May 30 13:41:32 GMT 2025","195","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","systemAdminShouldHaveRightsToCreateBuildConfigToHisProject","systemAdminShouldHaveRightsToCreateBuildConfigToHisProject",""
"broken","Fri May 30 13:42:24 GMT 2025","Fri May 30 13:42:27 GMT 2025","3460","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigurationTest","com.example.teamcity.ui.CreateNewBuildConfigurationTest","authorizedUserShouldBeAbleToCreateNewBuildConfiguration","authorizedUserShouldBeAbleToCreateNewBuildConfiguration",""
"broken","Fri May 30 13:41:49 GMT 2025","Fri May 30 13:42:23 GMT 2025","34581","UI Suite","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserShouldBeAbleCreateNewProject","authorizedUserShouldBeAbleCreateNewProject",""
"failed","Fri May 30 13:41:33 GMT 2025","Fri May 30 13:41:33 GMT 2025","115","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","unauthorizedUserShouldNotHaveRightsToCreateProject","unauthorizedUserShouldNotHaveRightsToCreateProject",""
"passed","Fri May 30 13:41:30 GMT 2025","Fri May 30 13:41:30 GMT 2025","305","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectDeveloperShouldNotHaveRightsToCreateBuildConfigToAnotherProject","projectDeveloperShouldNotHaveRightsToCreateBuildConfigToAnotherProject",""
"passed","Fri May 30 13:41:32 GMT 2025","Fri May 30 13:41:32 GMT 2025","158","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","systemAdminShouldHaveRightsToCreateProject","systemAdminShouldHaveRightsToCreateProject",""
"passed","Fri May 30 13:40:56 GMT 2025","Fri May 30 13:41:06 GMT 2025","9609","Surefire suite","Surefire test","com.example.teamcity.api.SetupAgentTest","com.example.teamcity.api.SetupAgentTest","authorizeAgent","authorizeAgent",""
"passed","Fri May 30 13:41:20 GMT 2025","Fri May 30 13:41:27 GMT 2025","6439","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigurationTest","buildConfigurationTest",""
"broken","Fri May 30 13:42:27 GMT 2025","Fri May 30 13:42:30 GMT 2025","3218","UI Suite","UI Test","com.example.teamcity.ui.CreateNewBuildConfigurationTest","com.example.teamcity.ui.CreateNewBuildConfigurationTest","authorizedUserShouldNotBeAbleToCreateNewBuildConfigurationWithoutAName","authorizedUserShouldNotBeAbleToCreateNewBuildConfigurationWithoutAName",""
"passed","Fri May 30 13:41:31 GMT 2025","Fri May 30 13:41:31 GMT 2025","160","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectViewerShouldNotHaveRightsToCreateProject","projectViewerShouldNotHaveRightsToCreateProject",""
"passed","Fri May 30 13:41:29 GMT 2025","Fri May 30 13:41:29 GMT 2025","267","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectDeveloperShouldHaveRightsToCreateBuildConfigToHisProject","projectDeveloperShouldHaveRightsToCreateBuildConfigToHisProject",""
"passed","Fri May 30 13:41:28 GMT 2025","Fri May 30 13:41:28 GMT 2025","283","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldHaveRightsToCreateBuildConfigToHisProject","projectAdminShouldHaveRightsToCreateBuildConfigToHisProject",""
